No. ,Info  ,Name  ,Method  ,Weight  [mg],N  Area,C  Area,N  Factor,C  Factor,N  [%],C  [%],C/N  ratio,Memo  ,Date       Time  
422,"Nu,Cu",240,20mg150sIRMS_delay,10.198,302,1660,0.8876,0.9369,0.07,0.56,8.0949,,10/20/22 20:41
423,"Nu,Cu",240-rep,20mg150sIRMS_delay,10.144,322,1158,0.8876,0.9369,0.07,0.39,5.2941,,10/20/22 20:54
424,"Nu,Cu",MT,20mg150sIRMS_delay,100,211,7,0.8876,0.9369,0,0,0.0461,,10/20/22 21:07
425,,aspartic,20mg150sIRMS_delay,0.509,2040,5327,1.0059,0.9416,10.52,36.09,3.4306,,10/20/22 21:20
426,"Nu,Cu",241,20mg150sIRMS_delay,10.048,358,1306,1.0059,0.9416,0.09,0.45,4.7744,,10/20/22 21:33
427,,242,20mg150sIRMS_delay,10.154,624,5953,1.0059,0.9416,0.16,2.02,12.4353,,10/20/22 21:47
428,"Nu,Cu",243,20mg150sIRMS_delay,9.924,416,1795,1.0059,0.9416,0.11,0.63,5.6353,,10/20/22 22:00
429,,244,20mg150sIRMS_delay,10.489,689,5920,1.0059,0.9416,0.17,1.95,11.2277,,10/20/22 22:13
430,,245,20mg150sIRMS_delay,10.049,893,7405,1.0059,0.9416,0.23,2.54,10.8608,,10/20/22 22:26
431,"bl,Nu",246,20mg150sIRMS_delay,10.29,345,11982,1.0059,0.9416,0.09,4.03,45.4606,,10/20/22 22:40
432,,247,20mg150sIRMS_delay,9.973,710,7739,1.0059,0.9416,0.19,2.68,14.248,,10/20/22 22:54
433,"Nu,Cu",248,20mg150sIRMS_delay,10.172,371,1801,1.0059,0.9416,0.1,0.61,6.3392,,10/20/22 23:07
434,"Nu,Cu",249,20mg150sIRMS_delay,10.029,419,1073,1.0059,0.9416,0.11,0.37,3.3498,,10/20/22 23:20
435,bl,250,20mg150sIRMS_delay,9.763,829,9486,1.0059,0.9416,0.22,3.36,15.0099,,10/20/22 23:34
436,"Nu,Cu",251,20mg150sIRMS_delay,10.396,448,708,1.0059,0.9416,0.11,0.24,2.0654,,10/20/22 23:47
437,bl,252,20mg150sIRMS_delay,10.192,1263,8271,1.0059,0.9416,0.33,2.8,8.6037,,10/21/22 0:01
438,"Nu,Cu",253,20mg150sIRMS_delay,10.078,552,704,1.0059,0.9416,0.14,0.24,1.6679,,10/21/22 0:15
439,"Nu,Cu",254,20mg150sIRMS_delay,9.569,371,1624,1.0059,0.9416,0.1,0.59,5.728,,10/21/22 0:28
440,Nu,255,20mg150sIRMS_delay,10.189,591,3986,1.0059,0.9416,0.15,1.35,8.7947,,10/21/22 0:41
441,,255-rep,20mg150sIRMS_delay,10.227,641,4715,1.0059,0.9416,0.17,1.59,9.5988,,10/21/22 0:54
442,"Nu,Cu",MT,20mg150sIRMS_delay,100,206,35,1.0059,0.9416,0.01,0,0.2218,,10/21/22 1:07
443,,aspartic,20mg150sIRMS_delay,0.472,1992,5020,0.9552,0.9265,10.52,36.09,3.4306,,10/21/22 1:21
444,,256,20mg150sIRMS_delay,10.106,1425,11367,0.9552,0.9265,0.35,3.83,10.8874,,10/21/22 1:34
445,"Nu,Cu",257,20mg150sIRMS_delay,9.885,358,1428,0.9552,0.9265,0.09,0.49,5.4008,,10/21/22 1:47
446,"Nu,Cu",258,20mg150sIRMS_delay,10.08,395,719,0.9552,0.9265,0.1,0.24,2.4621,,10/21/22 2:00
447,"Nu,Cu",259,20mg150sIRMS_delay,10.045,308,717,0.9552,0.9265,0.08,0.24,3.1512,,10/21/22 2:13
448,,260,20mg150sIRMS_delay,10.019,662,3628,0.9552,0.9265,0.17,1.23,7.4163,,10/21/22 2:27
449,"Nu,Cu",261,20mg150sIRMS_delay,9.726,335,684,0.9552,0.9265,0.09,0.24,2.7682,,10/21/22 2:40
450,"Nu,Cu",262,20mg150sIRMS_delay,10.068,427,1610,0.9552,0.9265,0.11,0.54,5.1083,,10/21/22 2:53
451,"Nu,Cu",263,20mg150sIRMS_delay,10.457,401,1112,0.9552,0.9265,0.1,0.36,3.7577,,10/21/22 3:06
452,Nu,264,20mg150sIRMS_delay,9.827,382,2787,0.9552,0.9265,0.1,0.96,9.8737,,10/21/22 3:19
453,"Nu,Cu",265,20mg150sIRMS_delay,10.483,453,1574,0.9552,0.9265,0.11,0.51,4.7075,,10/21/22 3:33
454,"Nu,Cu",266,20mg150sIRMS_delay,10.103,444,793,0.9552,0.9265,0.11,0.27,2.4192,,10/21/22 3:46
455,"Nu,Cu",267,20mg150sIRMS_delay,9.7,316,683,0.9552,0.9265,0.08,0.24,2.9281,,10/21/22 3:59
456,"Nu,Cu",268,20mg150sIRMS_delay,10.071,326,1025,0.9552,0.9265,0.08,0.35,4.2515,,10/21/22 4:12
457,"Nu,Cu",269,20mg150sIRMS_delay,9.833,364,1338,0.9552,0.9265,0.09,0.46,4.976,,10/21/22 4:25
458,"Nu,Cu",270,20mg150sIRMS_delay,10.031,319,617,0.9552,0.9265,0.08,0.21,2.6202,,10/21/22 4:39
459,"Nu,Cu",270-rep,20mg150sIRMS_delay,10.049,326,496,0.9552,0.9265,0.08,0.17,2.0611,,10/21/22 4:52
460,"Nu,Cu",MT,20mg150sIRMS_delay,100,219,36,0.9552,0.9265,0.01,0,0.2224,,10/21/22 5:05
461,,aspartic,20mg150sIRMS_delay,0.529,2377,5617,0.8974,0.928,10.52,36.09,3.4306,,10/21/22 5:18
462,"Nu,Cu",aspartic-0.1mg,20mg150sIRMS_delay,0.092,527,1172,0.8974,0.928,13.51,43.41,3.2127,,10/21/22 5:31
463,,aspartic-1mg,20mg150sIRMS_delay,1.049,4363,10945,0.8974,0.928,9.73,35.58,3.6566,,10/21/22 5:45
464,bl,aspartic-3mg,20mg150sIRMS_delay,2.984,13148,22859,0.8974,0.928,10.3,26.22,2.5471,,10/21/22 5:59
465,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.053,382,696,0.8974,0.928,17,44.75,2.633,,10/21/22 6:12
466,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.049,314,662,0.8974,0.928,15.12,46.06,3.0467,,10/21/22 6:25
467,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.062,385,791,0.8974,0.928,14.64,43.48,2.9707,,10/21/22 6:38
468,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.068,383,872,0.8974,0.928,13.29,43.69,3.2879,,10/21/22 6:52
469,"Nu,Cu",MT,20mg150sIRMS_delay,100,232,27,0.8974,0.928,0.01,0,0.1675,,10/21/22 7:05
470,"Nu,Cu",mt,20mg150sIRMS_delay,100,319,84,0.8974,0.928,0.01,0,0.3819,ash crucible changed,10/21/22 12:09
471,"Nu,Cu",mt,20mg150sIRMS_delay,100,203,14,0.8974,0.928,0,0,0.1026,,10/21/22 12:22
472,"Nu,Cu",mt,20mg150sIRMS_delay,100,182,37,0.8974,0.928,0,0,0.2962,,10/21/22 12:35
473,"Nu,Cu",mt,20mg150sIRMS_delay,100,189,80,0.8974,0.928,0,0,0.6127,,10/21/22 12:49
474,,runin,20mg150sIRMS_delay,0.496,2357,5484,0.8974,0.928,11.13,37.58,3.3775,,10/21/22 13:04
475,,runin,20mg150sIRMS_delay,0.506,2382,5567,0.8974,0.928,11.02,37.4,3.3927,,10/21/22 13:17
476,,runin,10mg120sIRMS_delay,0.486,2378,5463,0.8974,0.928,11.46,38.2,3.3346,,10/21/22 13:30
477,,aspartic,20mg150sIRMS_delay,0.465,2200,5033,0.852,0.9105,10.52,36.09,3.4306,,10/21/22 13:43
478,,aspartic,20mg150sIRMS_delay,0.48,2237,5257,0.8649,0.8998,10.52,36.09,3.4306,,10/21/22 13:56
479,,aspartic,20mg150sIRMS_delay,0.542,2636,5913,0.8291,0.9031,10.52,36.09,3.4306,,10/21/22 14:09
480,"Nu,Cu",271,20mg150sIRMS_delay,9.991,471,2192,0.8487,0.9045,0.11,0.73,6.9285,,10/21/22 14:22
481,Nu,272,20mg150sIRMS_delay,10.185,537,4061,0.8487,0.9045,0.12,1.32,11.2243,,10/21/22 14:36
482,"Nu,Cu",273,20mg150sIRMS_delay,10.168,313,845,0.8487,0.9045,0.07,0.28,4.0166,,10/21/22 14:49
483,Nu,274,20mg150sIRMS_delay,9.98,469,3509,0.8487,0.9045,0.1,1.17,11.0982,,10/21/22 15:02
484,"Nu,Cu",275,20mg150sIRMS_delay,10.209,385,1835,0.8487,0.9045,0.08,0.6,7.094,,10/21/22 15:15
485,,276,20mg150sIRMS_delay,9.99,647,2603,0.8487,0.9045,0.14,0.86,5.9858,,10/21/22 15:29
486,"Nu,Cu",38,20mg150sIRMS_delay,10.377,288,395,0.8487,0.9045,0.06,0.13,2.0392,,10/21/22 15:42
487,"Nu,Cu",78,20mg150sIRMS_delay,9.884,202,630,0.8487,0.9045,0.05,0.21,4.6371,,10/21/22 15:55
488,,199,20mg150sIRMS_delay,9.965,704,7410,0.8487,0.9045,0.16,2.47,15.6556,,10/21/22 16:08
489,"Nu,Cu",177,20mg150sIRMS_delay,10.263,318,1984,0.8487,0.9045,0.07,0.64,9.2962,,10/21/22 16:22
490,"Nu,Cu",mt,20mg150sIRMS_delay,100,166,35,0.8487,0.9045,0,0,0.3171,,10/21/22 16:35
491,,aspartic,20mg150sIRMS_delay,0.5,2165,5355,0.9312,0.92,10.52,36.09,3.4306,,10/21/22 16:48
492,"Nu,Cu",aspartic-0.1mg,20mg150sIRMS_delay,0.112,604,1339,0.9312,0.92,13.21,40.39,3.0575,,10/21/22 17:01
493,,aspartic-1mg,20mg150sIRMS_delay,0.987,4411,10581,0.9312,0.92,10.85,36.23,3.34,,10/21/22 17:15
494,bl,aspartic-3mg,20mg150sIRMS_delay,3.018,13267,23297,0.9312,0.92,10.66,26.2,2.4579,,10/21/22 17:29
495,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.058,377,734,0.9312,0.92,15.93,42.79,2.6861,,10/21/22 17:42
496,"Nu,Cu",moran-low,20mg150sIRMS_delay,0.062,351,789,0.9312,0.92,13.86,42.99,3.1018,,10/21/22 17:55
497,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.048,309,613,0.9312,0.92,15.78,43.16,2.7355,,10/21/22 18:08
498,"Nu,Cu",moran-med,20mg150sIRMS_delay,0.053,327,635,0.9312,0.92,15.09,40.51,2.6845,,10/21/22 18:22
499,"Nu,Cu",MT,20mg150sIRMS_delay,100,196,7,0.9312,0.92,0,0,0.0527,,10/21/22 18:35
500,"Nu,Cu",mt,20mg150sIRMS_delay,100,268,12,0.9312,0.92,0.01,0,0.063,adjusted pressure to 1250 mbar,10/24/22 15:16
501,"Nu,Cu",mt,20mg150sIRMS_delay,100,167,34,0.9312,0.92,0,0,0.2823,,10/24/22 15:27
502,"Nu,Cu",mt,20mg150sIRMS_delay,100,131,32,0.9312,0.92,0,0,0.3345,,10/24/22 15:39
503,Cu,mt,20mg150sIRMS_delay,100,6054,206,0.9312,0.92,0.15,0.01,0.0476,,10/25/22 9:28
504,"Nu,Cu",mt,20mg150sIRMS_delay,100,75,25,0.9312,0.92,0,0,0.4511,,10/25/22 9:46
505,,aspartic-1mg,20mg150sIRMS_delay,1.024,3955,11212,0.9312,0.92,9.38,37.02,3.9468,,10/25/22 10:20
506,,runin,20mg150sIRMS_delay,0.545,2241,5865,0.9312,0.92,9.99,36.27,3.6305,,10/25/22 10:32
507,,runin,20mg150sIRMS_delay,0.56,2526,6057,0.9312,0.92,10.96,36.45,3.3262,,10/25/22 10:44
508,,runin,20mg150sIRMS_delay,2.983,12921,32046,0.9312,0.92,10.5,36.35,3.4615,,10/25/22 10:55
509,"Nu,Cu",Blank,20mg150s,100,114,19,0.9312,0.92,0,0,0.2261,,10/25/22 12:03
510,"Nu,Cu",Blank,20mg150sIRMS_delay,100,144,37,0.9312,0.92,0,0,0.3518,,10/25/22 12:22
511,,runin,20mg150sIRMS_delay,0.528,2109,5738,0.9312,0.92,9.71,36.62,3.7721,o2 changed to 46 psi,10/25/22 12:52
512,,runin,20mg150sIRMS_delay,0.512,2028,5519,0.9312,0.92,9.62,36.32,3.7739,,10/25/22 13:03
513,,runin,20mg150sIRMS_delay,3.035,11879,28770,0.9312,0.92,9.49,32.13,3.3847,,10/25/22 13:15
514,"Nu,Cu",mt,20mg150sIRMS_delay,100,112,57,0.9312,0.92,0,0,0.7026,,10/31/22 11:36
515,"Nu,Cu",mt,20mg150sIRMS_delay,100,107,48,0.9312,0.92,0,0,0.6178,,10/31/22 11:48
516,"Nu,Cu",mt,20mg150sIRMS_delay,100,112,33,0.9312,0.92,0,0,0.4058,,10/31/22 12:00
517,,runin,20mg150sIRMS_delay,0.605,2358,6542,0.9312,0.92,9.47,36.45,3.8493,,10/31/22 12:12
518,,runin,20mg150sIRMS_delay,0.571,2138,6172,0.9312,0.92,9.1,36.43,4.0038,,10/31/22 12:23
519,,aspartic,20mg150sIRMS_delay,0.497,2022,5325,0.9911,0.9197,10.52,36.09,3.4306,,10/31/22 12:35
520,,aspartic,20mg150sIRMS_delay,0.438,1773,4734,0.9956,0.9118,10.52,36.09,3.4306,,10/31/22 12:47
521,"Nu,Cu",aspartic,20mg150sIRMS_delay,0.031,177,402,0.6997,0.757,10.52,36.09,3.4306,,10/31/22 12:59
522,"Nu,Cu",aspartic,20mg150sIRMS_delay,0.02,150,285,0.5341,0.6904,10.52,36.09,3.4306,,10/31/22 13:10
523,"Nu,Cu",aspartic,20mg150sIRMS_delay,0.107,458,1157,0.9354,0.9084,10.52,36.09,3.4306,,10/31/22 13:22
524,"Nu,Cu",aspartic,20mg150sIRMS_delay,0.107,430,1202,0.9963,0.875,10.52,36.09,3.4306,,10/31/22 13:34
525,Cu,mt,20mg150sIRMS_delay,100,2300,308,0.8587,0.8437,0.05,0.01,0.1852,ash crucible changed,11/8/22 15:20
526,"Nu,Cu",mt,20mg150sIRMS_delay,100,98,37,0.8587,0.8437,0,0,0.5222,,11/8/22 15:34
527,"Nu,Cu",mt,20mg150sIRMS_delay,100,108,38,0.8587,0.8437,0,0,0.4796,,11/8/22 15:47
528,"Nu,Cu",mt,20mg150sIRMS_delay,100,107,23,0.8587,0.8437,0,0,0.3002,,11/8/22 16:00
529,,runin,20mg150sIRMS_delay,0.468,2287,5466,0.8587,0.8437,10.95,36.09,3.2961,,11/8/22 19:54
530,,runin,20mg150sIRMS_delay,0.462,2111,5123,0.8587,0.8437,10.24,34.26,3.3466,,11/8/22 20:07
531,,runin,10mg120sIRMS_delay,0.503,2211,5567,0.8587,0.8437,9.85,34.2,3.473,,11/8/22 20:20
532,,aspartic,20mg150sIRMS_delay,0.455,1975,5317,0.9286,0.8433,10.52,36.09,3.4306,,11/8/22 20:33
533,,aspartic,20mg150sIRMS_delay,0.541,2641,6138,0.8258,0.8682,10.52,36.09,3.4306,,11/8/22 20:47
534,,aspartic,20mg150sIRMS_delay,0.545,2550,6358,0.8618,0.8444,10.52,36.09,3.4306,,11/8/22 21:00
535,bl,mt,Blank without O,100,13373,2683,0.8721,0.852,0.3,0.08,0.2761,vial 22,11/9/22 12:01
536,"Nu,Cu",mt,Blank without O,100,5,484,0.8721,0.852,0,0.02,127.2361,reduction tube changed,11/9/22 12:09
537,"Nu,Cu",mt,20mg150sIRMS_delay,100,164,260,0.8721,0.852,0,0.01,2.1586,,11/9/22 14:37
538,,runin,20mg150sIRMS_delay,0.484,2189,5284,0.8721,0.852,10.29,34.07,3.3101,,11/9/22 14:50
539,,runin,20mg150sIRMS_delay,0.55,2539,6161,0.8721,0.852,10.5,34.96,3.3282,,11/9/22 15:03
540,,aspartic,20mg150sIRMS_delay,0.519,2289,5944,0.914,0.8602,10.52,36.09,3.4306,,11/9/22 15:17
541,,aspartic,20mg150sIRMS_delay,0.506,2646,5660,0.7709,0.8808,10.52,36.09,3.4306,,11/9/22 15:30
542,"Nu,Cu",aspartic?,20mg150sIRMS_delay,0.501,496,141,0.8425,0.8705,2.19,0.9,0.4104,, 
543,"Nu,Cu",mt,20mg150sIRMS_delay,100,131,79,0.8425,0.8705,0,0,0.8752,,11/9/22 16:21
544,"Nu,Cu",MT,20mg150sIRMS_delay,100,53,134,0.8425,0.8705,0,0,3.6605,,11/10/22 9:42
545,,runin,20mg150sIRMS_delay,0.485,2454,5505,0.8425,0.8705,11.12,36.19,3.254,,11/10/22 10:02
546,,aspartic,20mg150sIRMS_delay,0.493,2210,5684,0.8991,0.8547,10.52,36.09,3.4306,,11/10/22 10:15
547,,aspartic,20mg150sIRMS_delay,0.531,2645,5975,0.8094,0.8756,10.52,36.09,3.4306,,11/10/22 10:29
548,Nu,70,20mg150sIRMS_delay,10.388,404,19083,0.8543,0.8651,0.09,5.86,66.9986,,11/10/22 11:20
549,Nu,71,20mg150sIRMS_delay,10.414,522,16885,0.8543,0.8651,0.11,5.17,45.9033,,11/10/22 11:33
550,Nu,71-rep,20mg150sIRMS_delay,10.304,561,15362,0.8543,0.8651,0.12,4.75,38.8307,,11/10/22 11:46
551,"Nu,Cu",MT,20mg150sIRMS_delay,100,114,57,0.8543,0.8651,0,0,0.7058,,11/10/22 11:59
552,,aspartic,20mg150sIRMS_delay,0.493,2200,5552,0.9036,0.875,10.52,36.09,3.4306,,11/10/22 12:12
553,Nu,72,20mg150sIRMS_delay,10.044,235,2433,0.9036,0.875,0.06,0.78,13.9714,,11/10/22 12:25
554,Nu,73,20mg150sIRMS_delay,5.359,290,7853,0.9036,0.875,0.13,4.7,36.5589,,11/10/22 12:39
555,,77,20mg150sIRMS_delay,10.137,976,13411,0.9036,0.875,0.23,4.26,18.7089,,11/10/22 12:52
556,,87,20mg150sIRMS_delay,5.245,1067,13966,0.9036,0.875,0.48,8.57,17.8358,,11/10/22 13:05
557,Nu,89,20mg150sIRMS_delay,10.234,178,6234,0.9036,0.875,0.04,1.95,47.3536,,11/10/22 13:18
558,,94,20mg150sIRMS_delay,4.997,1118,15822,0.9036,0.875,0.53,10.21,19.3129,,11/10/22 13:31
559,Nu,96,20mg150sIRMS_delay,5.471,461,10067,0.9036,0.875,0.2,5.91,29.4999,,11/10/22 13:44
560,Nu,108,20mg150sIRMS_delay,9.929,396,5252,0.9036,0.875,0.09,1.7,17.8713,,11/10/22 13:57
561,,121,20mg150sIRMS_delay,5.056,3534,35474,0.9036,0.875,1.65,22.63,13.7352,,11/10/22 14:11
562,,125,20mg150sIRMS_delay,5.463,753,6735,0.9036,0.875,0.33,3.95,12.1033,,11/10/22 15:16
563,,126,20mg150sIRMS_delay,5.153,2233,21813,0.9036,0.875,1.02,13.66,13.3711,,11/10/22 15:29
564,,127,20mg150sIRMS_delay,4.996,874,11259,0.9036,0.875,0.41,7.25,17.5015,,11/10/22 15:43
565,,128,20mg150sIRMS_delay,4.835,701,7744,0.9036,0.875,0.34,5.14,14.9446,,11/10/22 15:56
566,,136,20mg150sIRMS_delay,4.93,1577,17886,0.9036,0.875,0.75,11.7,15.5029,,11/10/22 16:09
567,,142,20mg150sIRMS_delay,5.073,1197,15142,0.9036,0.875,0.56,9.62,17.257,,11/10/22 16:22
568,,142-rep,20mg150sIRMS_delay,4.957,1177,14651,0.9036,0.875,0.56,9.52,16.985,,11/10/22 16:35
569,"Nu,Cu",MT,20mg150sIRMS_delay,100,98,43,0.9036,0.875,0,0,0.5974,,11/10/22 16:49
570,,aspartic,20mg150sIRMS_delay,0.532,2504,5698,0.8567,0.92,10.52,36.09,3.4306,,11/10/22 17:02
571,,145,20mg150sIRMS_delay,5.042,952,12693,0.8567,0.92,0.42,8.52,20.109,,11/10/22 17:15
572,Nu,155,20mg150sIRMS_delay,4.943,449,5657,0.8567,0.92,0.2,3.86,18.8623,,11/10/22 17:28
573,Nu,159,20mg150sIRMS_delay,5.332,484,8027,0.8567,0.92,0.2,5.08,24.8616,,11/10/22 17:41
574,,160,20mg150sIRMS_delay,5.312,865,10653,0.8567,0.92,0.37,6.78,18.5364,,11/10/22 17:54
575,,172,20mg150sIRMS_delay,4.949,623,4424,0.8567,0.92,0.28,3.01,10.6271,,11/10/22 18:08
576,,173,20mg150sIRMS_delay,5.123,894,7868,0.8567,0.92,0.39,5.18,13.2384,,11/10/22 18:21
577,Nu,178,20mg150sIRMS_delay,5.391,515,9331,0.8567,0.92,0.22,5.84,27.1327,,11/10/22 18:34
578,Nu,181,20mg150sIRMS_delay,4.896,227,5740,0.8567,0.92,0.1,3.95,37.825,,11/10/22 18:47
579,,183,20mg150sIRMS_delay,5.314,1017,11741,0.8567,0.92,0.43,7.47,17.4158,,11/10/22 19:00
580,Nu,186,20mg150sIRMS_delay,5.099,425,6394,0.8567,0.92,0.19,4.23,22.5133,,11/10/22 19:14
581,,190,20mg150sIRMS_delay,4.698,1041,9594,0.8567,0.92,0.5,6.9,13.8903,,11/10/22 19:27
582,Nu,200,20mg150sIRMS_delay,4.878,361,5890,0.8567,0.92,0.17,4.07,24.4075,,11/10/22 19:40
583,,202,20mg150sIRMS_delay,5.127,2006,16846,0.8567,0.92,0.87,11.14,12.7352,,11/10/22 19:53
584,,203,20mg150sIRMS_delay,5.235,1926,17593,0.8567,0.92,0.82,11.4,13.853,,11/10/22 20:06
585,,209,20mg150sIRMS_delay,5.202,1654,14970,0.8567,0.92,0.71,9.75,13.7095,,11/10/22 20:20
586,,209-rep,20mg150sIRMS_delay,5.192,1555,14872,0.8567,0.92,0.67,9.7,14.4835,,11/10/22 20:33
587,"Nu,Cu",MT,20mg150sIRMS_delay,100,138,62,0.8567,0.92,0,0,0.6714,,11/10/22 20:46
588,,aspartic,20mg150sIRMS_delay,0.495,2141,5381,0.932,0.9065,10.52,36.09,3.4306,,11/10/22 20:59
589,Nu,215,20mg150sIRMS_delay,5.437,237,5488,0.932,0.9065,0.11,3.35,31.3801,,11/10/22 21:12
590,Nu,217,20mg150sIRMS_delay,5.481,462,9274,0.932,0.9065,0.21,5.63,27.2299,,11/10/22 21:26
591,Nu,218,20mg150sIRMS_delay,4.989,238,10663,0.932,0.9065,0.12,7.12,60.9723,,11/10/22 21:39
592,,223,20mg150sIRMS_delay,5.456,663,10024,0.932,0.9065,0.3,6.12,20.5513,,11/10/22 21:52
593,,225,20mg150sIRMS_delay,5.407,847,12919,0.932,0.9065,0.38,7.97,20.8202,,11/10/22 22:05
594,Nu,226,20mg150sIRMS_delay,5.444,182,5946,0.932,0.9065,0.08,3.63,44.2445,,11/10/22 22:18
595,Nu,227,20mg150sIRMS_delay,4.83,580,9378,0.932,0.9065,0.29,6.46,21.9434,,11/10/22 22:32
596,Nu,231,20mg150sIRMS_delay,5.196,437,9055,0.932,0.9065,0.21,5.8,28.1219,,11/10/22 22:45
597,Nu,234,20mg150sIRMS_delay,4.65,454,7761,0.932,0.9065,0.24,5.55,23.1851,,11/10/22 22:58
598,Nu,238,20mg150sIRMS_delay,4.976,167,4546,0.932,0.9065,0.08,3.03,36.9548,,11/10/22 23:11
599,,239,20mg150sIRMS_delay,4.875,859,9758,0.932,0.9065,0.43,6.66,15.4861,,11/10/22 23:25
