Sample_Name,Original Date Received,Status,Date_Analyzed,Storage Location,Notes,ECA Protocol (from Kit_ID)
EC_024_SCN-W1,8/3/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-W2,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-W3,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-W4,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_024_SCN-W5,8/3/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-D1,7/13/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-D2,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-D3,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-D4,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-D5,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-W1,7/13/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-W2,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-W3,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-W4,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_027_SCN-W5,7/13/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-D1,10/5/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-D2,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-D3,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-D4,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-D5,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-W1,10/5/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-W2,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-W3,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-W4,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_032_SCN-W5,10/5/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-D1,9/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-D2,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-D3,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-D4,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-D5,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-W1,9/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-W2,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-W3,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-W4,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_033_SCN-W5,9/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-D1,8/31/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-D2,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-D3,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-D4,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-D5,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-W1,8/31/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-W2,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-W3,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-W4,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_034_SCN-W5,8/31/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-D1,10/19/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-D2,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-D3,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-D4,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-D5,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-W1,10/19/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-W2,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-W3,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-W4,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_035_SCN-W5,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-D1,11/2/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-D2,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-D3,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-D4,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-D5,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-W1,11/2/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-W2,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-W3,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-W4,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_037_SCN-W5,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-D1,11/2/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-D2,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-D3,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-D4,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-D5,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-W1,11/2/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-W2,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-W3,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-W4,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_038_SCN-W5,11/2/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-D1,10/26/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-D2,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-D3,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-D4,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-D5,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-W1,10/26/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-W2,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-W3,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-W4,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_039_SCN-W5,10/26/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-D1,10/19/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-D2,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-D3,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-D4,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-D5,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-W1,10/19/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-W2,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-W3,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-W4,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_040_SCN-W5,10/19/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-D1,10/12/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-D2,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-D3,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-D4,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-D5,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-W1,10/12/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-W2,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-W3,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-W4,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_041_SCN-W5,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-D1,10/12/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-D2,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-D3,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-D4,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-D5,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-W1,10/12/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-W2,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-W3,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-W4,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_042_SCN-W5,10/12/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-D1,12/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-D2,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-D3,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-D4,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-D5,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-W1,12/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-W2,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-W3,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-W4,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_044_SCN-W5,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-D1,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-D2,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-D3,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-D4,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-D5,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-W1,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-W2,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-W3,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-W4,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_051_SCN-W5,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-D1,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-D2,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-D3,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-D4,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-D5,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-W1,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-W2,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-W3,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-W4,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_052_SCN-W5,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-D1,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-D2,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-D3,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-D4,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-D5,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-W1,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-W2,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-W3,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-W4,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_053_SCN-W5,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-D1,12/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-D2,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-D3,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-D4,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-D5,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-W1,12/7/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-W2,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-W3,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-W4,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_056_SCN-W5,12/7/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-D1,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-D2,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-D3,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-D4,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-D5,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-W1,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-W2,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-W3,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-W4,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_057_SCN-W5,2/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-D1,11/16/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-D2,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-D3,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-D4,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-D5,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-W1,11/16/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-W2,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-W3,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-W4,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_063_SCN-W5,11/16/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-D1,12/14/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-D2,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-D3,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-D4,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-D5,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-W1,12/14/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-W2,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-W3,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-W4,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_064_SCN-W5,12/14/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-D1,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-D2,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-D3,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-D4,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-D5,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-W1,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-W2,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-W3,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-W4,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_065_SCN-W5,5/3/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-D1,11/30/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-D2,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-D3,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-D4,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-D5,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-W1,11/30/2022,"Dried,Ground,Analyzed",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-W2,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-W3,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-W4,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_066_SCN-W5,11/30/2022,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-D1,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-D2,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-D3,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-D4,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-D5,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-W1,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-W2,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-W3,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-W4,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_068_SCN-W5,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-D1,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-D2,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-D3,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-D4,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-D5,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-W1,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-W2,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-W3,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-W4,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_069_SCN-W5,1/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-D1,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-D2,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-D3,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-D4,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-D5,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-W1,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-W2,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-W3,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-W4,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_070_SCN-W5,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_071_SCN-D1,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-D2,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-D3,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-D4,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-D5,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-W1,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-W2,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-W3,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-W4,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_071_SCN-W5,4/4/2023,"Dried,Ground",,2245 room temp,"worms in sample after centrifuging after optode measurements
",Protocol 2 (Amber vials)
EC_072_SCN-D1,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-D2,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-D3,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-D4,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-D5,1/18/2023,Not Analyzed,,,not enough sediment for 5 replicates,Protocol 2 (Amber vials)
